X,Y,OBJECTID,Stop_Code,Stop_ID,Stop_Name,Street,Cross_Street,Position,Stop_Lat,Stop_Lon,Downtown,Council_District,Sign_Crew,Road_Maint,GoRaleigh,GoTriangle,Wolfline,Wake_Forest,GoDurham,GoCary,Shelter,Shelter_Type,Shelter_Count,Bench,Bench_Type,Bench_Count,Trash_Can,Trash_Can_Type,Trash_Can_Count,Landing_Pad,Amenity_Pad,Pad_Size,Bike_Rack,Lighting,Lighting_Type,Real_Time,USB_Charging,Sidewalk,Crosswalk,Ped_Signal,Curb_Ramp,ADA_Compliant,Bike_Lane,Greenway,Art,Project,Project_Type,Project_Status,Project_Target,R1,R2,R2L,R3,R4,R5,R6,R7,R7L,R8,R8L,R9,R10,R11,R11L,R12,R13,R14,R15,R15L,R16,R18,R18S,R19,R20,R21,R22,R23,R23L,R24,R24L,R25,R25L,R26,R27,R28,R29,R31,R32,R33,R34,R36,R40X,R55X,R70X,R401X,R_Line,WRX,WFL,FRX,ZWX,Boardings,Alightings,Facility_ID,CreationDate,Creator,EditDate,Editor,Project_Lead,Sign_Type,Bus_Zone,Project_Complete,Ridership_Updated,Landscaping,GlobalID,R17,EmergencyPhone,Adoptable,Adoption_Status
-8748334.7978,4265842.3101,1297,8208,8208,Rock Quarry at Sunnybrook OB,Rock Quarry,Sunnybrook OB, ,35.7468376884271,-78.587628594584,No,C,D,NCDOT,Yes,No,No,No,No,No,Yes,Slim,1,Yes,Improved,0,No,,0,Yes,Yes,,No,,,No,No,Yes,No,No,No,No,,No,No,WTP Site 146,Shelter,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,10,8208,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,,4833082b-5beb-4a27-bbb0-b5941452d03d,Yes,,No,Available
-8748893.7435,4265953.0839,1298,8210,8210,Rock Quarry at I-40,Rock Quarry,I-40, ,35.7476453125545,-78.5926496892371,No,C,D,NCDOT,Yes,No,No,No,No,No,No,,0,Yes,Improved,1,No,,0,Yes,Yes,,No,Some,Street,No,No,Yes,No,No,Yes,No,,No,No,WTP Site 148,ADA,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,8210,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,8d96c559-64e6-41f5-9ae2-743cf6d735b7,Yes,,No,Available
-8749554.5058,4265902.325,1299,8211,8211,Rock Quarry at Farmington Square OB,Rock Quarry,Farmington Square OB, ,35.7472752430115,-78.5985854179697,No,C,D,NCDOT,Yes,No,No,No,No,No,Yes,Slim,1,Yes,Improved,1,No,,0,Yes,Yes,,No,Good,Street,No,No,Yes,No,No,Yes,No,,No,No,WTP Site 149,Shelter,Design,Summer 2021,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,15,15,8211,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,018a78c1-5467-427e-b1eb-39e51eaa0c9e,Yes,,No,Available
-8749933.4065,4265882.9172,1300,8212,8212,Rock Quarry at Compassionate OB,Rock Quarry,Compassionate OB, ,35.7471337457907,-78.6019891408694,No,C,D,NCDOT,Yes,No,No,No,No,No,Yes,,1,Yes,Improved,0,No,,0,Yes,Yes,,No,,,No,No,Yes,No,No,No,No,,No,No,WTP Site 150,Shelter,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,8,8212,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,,671895fd-96a6-4078-bb12-ea9b4ae7a552,Yes,,No,Available
-8749951.9186,4265908.2966,1301,8213,8213,Rock Quarry at Compassionate IB,Rock Quarry,Compassionate IB, ,35.7473187805682,-78.6021554378931,No,C,D,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,WTP Site 151,Shelter,Design,Summer 2021,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20,10,8213,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,,0489c890-c481-48a1-809b-ac9ca021135f,Yes,,No,Available
-8751039.952,4266381.8479,1302,8214,8214,Rock Quarry at Sanderford,Rock Quarry,Sanderford, ,35.7507712444491,-78.6119294082216,No,C,D,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Good,Street,No,No,Yes,Yes,No,Yes,No,No,No,No,WTP Site 152,Shelter,Design,Summer 2021,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,4,8214,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,Non-compliant,0b6d03f3-5372-456f-95c2-0f19865d7841,Yes,,No,Available
-8761368.5307,4275844.3541,1303,8073,8073,Blue Ridge Rd at Rex Way,Blue Ridge Rd,Rex Way,Far,35.8197270056178,-78.704712609316,No,E,A,NCDOT,Yes,No,No,No,No,No,Yes,Slim,1,Yes,Improved,1,No,,0,Yes,Yes,20' by 6',No,,,No,No,Yes,Yes,Yes,No,No,No,No,No,WTP Site 111,Shelter,Complete,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,9,9,8073,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,,6a20fbcd-0231-4a35-ae24-89e7f8322ff7,No,,No,Available
-8761397.4086,4275825.9472,1304,8076,8076,Blue Ridge Rd at Macon Pond Rd,Blue Ridge Rd,Macon Pond Rd,Near,35.8195931601883,-78.7049654284747,No,D,A,NCDOT,Yes,No,No,No,No,No,Yes,Slim,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,Yes,20' by 15',No,,,No,No,Yes,Yes,Yes,Yes,No,,No,No,WTP Site 112,Shelter,Complete,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,2,8076,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,2021/02/18 10:44:19.611+00,2022/01/20 05:00:00+00,,ce22456b-e23a-465b-be98-5e8b33a45293,No,,Yes,Available
-8761455.3177,4274551.5866,1305,8083,8083,Blue Ridge Rd at Reedy Creek Road IB,,Museum of Art,Far,35.8101857861829,-78.705605940747,No,E,A,NCDOT,Yes,No,No,No,No,No,Yes,Red,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,Yes,,No,,,No,No,Yes,No,No,No,No,,Yes,No,WTP Site 113,Shelter,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,2,8083,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,,bc5e5741-8f5e-44f7-b24e-6cf01b45e8d8,No,,Yes,Adopted
-8761484.8874,4274422.1429,1306,8086,8086,Blue Ridge Rd at Reedy Creek Rd,Blue Ridge Rd,Reedy Creek Rd, ,35.8096402676868,-78.7058480439026,No,D,A,NCDOT,Yes,No,No,No,No,No,Yes,Full,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,Yes,,No,,,No,No,No,No,No,No,No,,Yes,No,WTP Site 114,Shelter,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,2,8086,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,,3b21a5bf-a487-4d59-b94c-28dd59cda59e,No,,Yes,Available
-8761536.8622,4274021.0622,1307,8087,8087,Blue Ridge Rd at District Dr (Northbound),Blue Ridge Rd,District Dr (Northbound),Far,35.8064448534345,-78.7062247569085,No,E,A,NCDOT,Yes,No,No,No,No,No,Yes,Red,1,Yes,Improved,1,Yes,Concrete Mounted,0,Yes,Yes,,No,,,No,No,Yes,No,No,No,No,,Yes,No,WTP Site 115,Shelter,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,8087,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,,975cecda-6468-4ecb-a8db-acd48d2b0a75,No,,Yes,Available
-8761588.5138,4273926.9989,1308,8089,8089,Blue Ridge Rd at District Dr,Blue Ridge Rd,District Dr, ,35.8057595692627,-78.7066887511258,No,D,A,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,No,No,No,No,No,,Yes,No,WTP Site 116,Shelter,Design,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,8089,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,,82894a18-1ae5-4753-98e1-d9e395d20276,No,,No,Available
-8761677.5136,4273322.4651,1309,8119,8119,Blue Ridge Rd at Westchase Blvd,Blue Ridge Rd,Westchase Blvd, ,35.8013551875185,-78.7074882499321,No,D,C,NCDOT,Yes,No,No,No,No,No,Yes,Full,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,Yes,,No,,,No,No,No,No,No,No,No,,No,No,WTP Site 129,Shelter,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,4,8119,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,,47459f0a-db19-4e06-8fe4-ea96e60065dd,No,,Yes,Available
-8761648.6833,4273288.9924,1310,8120,8120,Blue Ridge Rd at Westchase Blvd,Blue Ridge Rd,Westchase Blvd, ,35.8011113124748,-78.7072292629407,No,E,C,NCDOT,Yes,No,No,No,No,No,Yes,Full,1,Yes,Improved,1,Yes,Concrete Mounted,0,Yes,Yes,,No,,,No,No,No,No,No,No,No,,No,No,WTP Site 130,Shelter,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,8,4,8120,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,,e21538a6-c5d6-4243-83d3-0d7e5ff83fb4,No,,Yes,Available
-8761721.219,4272798.3015,1311,8124,8124,Blue Ridge Rd at Trinity Rd,Blue Ridge Rd,Trinity Rd, ,35.7975361517661,-78.7078808622203,No,,C,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,No,No,No,No,No,,No,No,WTP Site 131,ADA,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,2,8124,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,,410063ce-364a-4ae5-a2df-f6c12e511d94,No,,No,Available
-8761683.0762,4272844.3485,1312,8129,8129,Blue Ridge Rd at Trinity Rd,Blue Ridge Rd,Trinity Rd, ,35.7978716558292,-78.707538219618,No,E,C,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,No,No,No,No,No,,No,No,WTP Site 132,Shelter,Design,Summer 2021,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,1,8129,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,,8be073c7-8667-4ea0-980a-a4fdad534711,No,,No,Available
-8761236.7528,4271464.9822,1313,8150,8150,Blue Ridge Rd at Crimson Cross Ct,Blue Ridge Rd,Crimson Cross Ct, ,35.7878208119462,-78.7035288282993,No,D,C,NCDOT,Yes,No,No,No,No,No,Yes,Slim,1,Yes,Improved,0,No,,0,Yes,Yes,,No,,,No,No,Yes,No,No,No,No,,No,No,WTP Site 135,Shelter,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,4,8150,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,,17563b78-9d69-4edd-b9c0-c3d35163c53c,No,,Yes,Available
-8761435.413,4271177.9627,1314,8226,8226,Western Blvd at Merendino St,Western Blvd,Merendino St, ,35.7857292658328,-78.7053134232393,No,D,C,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,WTP,Shelter,Eligible,2023,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,39,41,8226,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,GoRaleigh,No,,2022/01/20 05:00:00+00,,e93fa954-5628-4dac-afb8-ed1956415a7e,No,,No,Available
-8762549.5996,4275190.715,1315,8181,8181,Edwards Mill Rd at Reedy Creek Rd (Southbound),Edwards Mill Rd,Reedy Creek Rd (Southbound), ,35.8148491099088,-78.7154642044902,No,D,A,NCDOT,Yes,No,No,No,No,No,Yes,,1,Yes,Improved,0,No,,0,Yes,Yes,,No,,,No,No,Yes,No,No,No,No,,Yes,No,WTP Site 137,Shelter,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,8181,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,,No,,2022/01/20 05:00:00+00,,8a7b52b5-7366-4ae9-9773-25306b181e66,No,,No,Available
-8762453.9757,4275263.8363,1316,8189,8189,Edwards Mill Rd at Reedy Creek Rd,Edwards Mill Rd,Reedy Creek Rd, ,35.815627194402,-78.7143006472454,No,D,A,NCDOT,Yes,No,No,No,No,No,Yes,,1,Yes,Improved,0,No,,0,Yes,Yes,,No,,,No,No,Yes,No,No,No,No,,Yes,No,WTP Site 138,Shelter,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,8189,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,,No,,2022/01/20 05:00:00+00,,2a3ebe98-c615-4aa1-bc17-4fa12d6b6679,No,,No,Available
-8763696.0434,4273829.2607,1317,8216,8216,Edwards Mill Rd at Wade Park Blvd (Northbound),Edwards Mill Rd,Wade Park Blvd (Northbound), ,35.8048943376611,-78.7257541832876,No,D,C,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,Yes,No,,No,,,No,No,Yes,No,No,No,No,,Yes,No,WTP Site 154,ADA,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,8216,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,,No,,2022/01/20 05:00:00+00,,48ee8b12-d4c4-4772-b535-9cfa7fdfea4b,No,,No,Available
-8763802.2518,4273713.5221,1318,8215,8215,Edwards Mill Rd at Wade Park Blvd,Edwards Mill Rd,Wade Park Blvd, ,35.8042042940809,-78.7265750979302,No,D,C,NCDOT,Yes,No,No,No,No,No,Yes,,1,Yes,Improved,0,No,,0,Yes,Yes,,No,,,No,No,No,No,No,No,No,,Yes,No,WTP Site 153,Shelter,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,2,8215,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,,No,,2022/01/20 05:00:00+00,,464af393-68e4-4d84-8f6d-e3170ee47b99,No,,No,Available
-8763848.6057,4273259.5559,1319,8222,8222,Edwards Mill Rd at Cardinal Gibbons HS,Edwards Mill Rd,Cardinal Gibbons HS, ,35.8008968434309,-78.7269915020987,No,D,C,NCDOT,Yes,No,No,No,No,No,Yes,,1,Yes,Improved,0,No,,0,Yes,Yes,,No,,,No,No,No,No,No,No,No,,Yes,No,WTP Site 156,Shelter,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,8222,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,,No,,2022/01/20 05:00:00+00,,4f15c4a4-db42-4469-b5c5-43ab93f19a89,No,,No,Available
-8763818.1445,4273256.2899,1320,8221,8221,Edwards Mill Rd at E Stephen Stroud Way,Edwards Mill Rd,E Stephen Stroud Way, ,35.8008730475762,-78.7267178644834,No,D,C,NCDOT,Yes,No,No,No,No,No,Yes,,1,Yes,Improved,0,No,,0,Yes,Yes,,No,,,No,No,Yes,No,No,No,No,,Yes,No,WTP Site 155,Shelter,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,1,8221,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,,No,,2022/01/20 05:00:00+00,,cab8aa71-fdf4-4543-b8ce-dee0509bc860,No,,No,Available
-8764087.3955,4273174.9701,1321,8223,8223,Trinity Rd at Sunday Dr,Trinity Rd,Sunday Dr, ,35.8002805632684,-78.729136587369,No,D,C,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,Yes,No,,No,,,No,No,Yes,No,No,No,No,,Yes,No,WTP Site 157,ADA,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11,12,8223,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,,No,,2022/01/20 05:00:00+00,,fe719a03-f902-4964-8738-5e43888c6eb0,No,,No,Available
-8764371.0824,4273279.8043,1322,8227,8227,Nowell Rd at Trinity Rd,Nowell Rd,Trinity Rd, ,35.8010443695041,-78.7316849901507,No,D,C,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,WTP,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,5,8227,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,9895b0e2-05c2-4f18-8cec-69052246d1a0,No,,No,Available
-8750507.9643,4269216.7481,1323,8303,8303,Peyton St at MLK Jr Blvd,Peyton St,MLK Jr Blvd,Near,35.7714361808217,-78.6071504814029,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Good,Street,No,No,Yes,Yes,Yes,Yes,No,N,No,No,WTP,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,4,8303,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,0736c8a0-be55-46c9-9d44-6264c4ad6922,No,,No,Available
-8750491.2768,4268801.0008,1324,8229,8229,Peyton St at Louise St,Peyton St,Louise St,Near,35.7684059368333,-78.6070005750398,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Good,Street,No,No,Yes,No,No,Yes,No,N,No,No,WTP,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,3,8229,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,f8374216-e9bc-4509-a7d0-3fc98ac6a445,No,,No,Available
-8750373.3271,4268495.4887,1325,8230,8230,Peyton St at Brigham Rd,Peyton St,Brigham Rd,Near,35.7661790870109,-78.6059410148572,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Good,Street,No,No,No,No,No,No,No,No,Yes,No,WTP,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,2,8230,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,c80991aa-2feb-43af-9784-295b5e718459,No,,No,Available
-8747216.3751,4268624.5864,1326,8233,8233,Birch Ridge Dr at Poole Rd,Birch Ridge Dr,Poole Rd,Far,35.7671200759738,-78.5775816325289,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,Yes,Pole Mounted,1,No,No,,No,Some,Street,No,No,Yes,No,No,Yes,No,No,Yes,No,WTP,Shelter,Eligible,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,13,4,8233,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,87593abf-0482-4311-bd75-cc4149f59278,No,,No,Available
